MCS_value, Channel_width_MHz,  short_GI, Throughput_Mbits_per_s,  Distance_m,Protocol
2,		40 , 		0,		32.9878 , 		18,tcp
2,		40 , 		1,		37.1673 , 		18,tcp
3,		20 , 		0,		21.7212 , 		18,tcp
3,		20 , 		1,		23.8016 , 		18,tcp
3,		40 , 		0,		44.6853 , 		18,tcp
3,		40 , 		1,		49.9027 , 		18,tcp
4,		20 , 		0,		32.4746 , 		18,tcp
4,		20 , 		1,		35.6845 , 		18,tcp
4,		40 , 		0,		66.3335 , 		18,tcp
4,		40 , 		1,		73.1402 , 		18,tcp
5,		20 , 		0,		43.6948 , 		18,tcp
5,		20 , 		1,		48.3481 , 		18,tcp
5,		40 , 		0,		87.0155 , 		18,tcp
5,		40 , 		1,		96.9824 , 		18,tcp
6,		20 , 		0,		48.6725 , 		18,tcp
6,		20 , 		1,		53.8193 , 		18,tcp
6,		40 , 		0,		97.4863 , 		18,tcp
6,		40 , 		1,		106.113 , 		18,tcp
7,		20 , 		0,		53.4567 , 		18,tcp
7,		20 , 		1,		58.9463 , 		18,tcp
7,		40 , 		0,		105.655 , 		18,tcp
7,		40 , 		1,		116.425 , 		18,tcp
0,		20 , 		0,		5.35181 , 		19,tcp
0,		20 , 		1,		5.87309 , 		19,tcp
0,		40 , 		0,		11.1125 , 		19,tcp
0,		40 , 		1,		12.4099 , 		19,tcp
1,		20 , 		0,		10.6457 , 		19,tcp
1,		20 , 		1,		11.7844 , 		19,tcp
1,		40 , 		0,		22.1892 , 		19,tcp
1,		40 , 		1,		24.6311 , 		19,tcp
2,		20 , 		0,		16.1944 , 		19,tcp
2,		20 , 		1,		17.983 , 		19,tcp
2,		40 , 		0,		33.2171 , 		19,tcp
2,		40 , 		1,		37.2646 , 		19,tcp
3,		20 , 		0,		21.4605 , 		19,tcp
3,		20 , 		1,		23.9534 , 		19,tcp
3,		40 , 		0,		44.7316 , 		19,tcp
3,		40 , 		1,		50.6568 , 		19,tcp
4,		20 , 		0,		32.4479 , 		19,tcp
4,		20 , 		1,		36.1293 , 		19,tcp
4,		40 , 		0,		65.9106 , 		19,tcp
4,		40 , 		1,		73.1912 , 		19,tcp
5,		20 , 		0,		43.6948 , 		19,tcp
5,		20 , 		1,		47.696 , 		19,tcp
5,		40 , 		0,		87.4233 , 		19,tcp
5,		40 , 		1,		96.9442 , 		19,tcp
6,		20 , 		0,		48.969 , 		19,tcp
6,		20 , 		1,		53.6235 , 		19,tcp
6,		40 , 		0,		97.1434 , 		19,tcp
6,		40 , 		1,		106.691 , 		19,tcp
7,		20 , 		0,		53.6791 , 		19,tcp
7,		20 , 		1,		59.6947 , 		19,tcp
7,		40 , 		0,		97.8477 , 		19,tcp
7,		40 , 		1,		106.898 , 		19,tcp
0,		20 , 		0,		5.33791 , 		20,tcp
0,		20 , 		1,		5.96808 , 		20,tcp
0,		40 , 		0,		11.0859 , 		20,tcp
0,		40 , 		1,		12.1076 , 		20,tcp
1,		20 , 		0,		10.6943 , 		20,tcp
1,		20 , 		1,		11.9049 , 		20,tcp
1,		40 , 		0,		22.3131 , 		20,tcp
1,		40 , 		1,		25.0458 , 		20,tcp
2,		20 , 		0,		16.0346 , 		20,tcp
2,		20 , 		1,		17.8556 , 		20,tcp
2,		40 , 		0,		33.2658 , 		20,tcp
2,		40 , 		1,		37.7326 , 		20,tcp
3,		20 , 		0,		21.0493 , 		20,tcp
3,		20 , 		1,		23.826 , 		20,tcp
3,		40 , 		0,		45.1683 , 		20,tcp
3,		40 , 		1,		49.868 , 		20,tcp
4,		20 , 		0,		32.0935 , 		20,tcp
4,		20 , 		1,		35.4181 , 		20,tcp
4,		40 , 		0,		66.286 , 		20,tcp
4,		40 , 		1,		73.7542 , 		20,tcp
5,		20 , 		0,		43.3253 , 		20,tcp
5,		20 , 		1,		48.2207 , 		20,tcp
5,		40 , 		0,		86.8279 , 		20,tcp
5,		40 , 		1,		96.8874 , 		20,tcp
6,		20 , 		0,		48.5289 , 		20,tcp
6,		20 , 		1,		54.2791 , 		20,tcp
6,		40 , 		0,		95.2008 , 		20,tcp
6,		40 , 		1,		105.237 , 		20,tcp
7,		20 , 		0,		53.51 , 		20,tcp
7,		20 , 		1,		59.3379 , 		20,tcp
7,		40 , 		0,		57.3802 , 		20,tcp
7,		40 , 		1,		62.1041 , 		20,tcp
0,		20 , 		0,		5.29041 , 		21,tcp
0,		20 , 		1,		5.84297 , 		21,tcp
0,		40 , 		0,		11.0592 , 		21,tcp
0,		40 , 		1,		12.1771 , 		21,tcp
1,		20 , 		0,		10.7685 , 		21,tcp
1,		20 , 		1,		11.9477 , 		21,tcp
1,		40 , 		0,		22.0305 , 		21,tcp
1,		40 , 		1,		25.1072 , 		21,tcp
2,		20 , 		0,		16.3091 , 		21,tcp
2,		20 , 		1,		17.9992 , 		21,tcp
2,		40 , 		0,		33.4847 , 		21,tcp
2,		40 , 		1,		37.2078 , 		21,tcp
3,		20 , 		0,		21.5497 , 		21,tcp
3,		20 , 		1,		23.7171 , 		21,tcp
3,		40 , 		0,		44.9019 , 		21,tcp
3,		40 , 		1,		49.3606 , 		21,tcp
4,		20 , 		0,		32.5684 , 		21,tcp
4,		20 , 		1,		35.5026 , 		21,tcp
4,		40 , 		0,		66.111 , 		21,tcp
4,		40 , 		1,		73.1449 , 		21,tcp
5,		20 , 		0,		43.3566 , 		21,tcp
5,		20 , 		1,		48.3134 , 		21,tcp
5,		40 , 		0,		87.8287 , 		21,tcp
5,		40 , 		1,		95.6352 , 		21,tcp
6,		20 , 		0,		48.362 , 		21,tcp
6,		20 , 		1,		54.0081 , 		21,tcp
6,		40 , 		0,		83.5844 , 		21,tcp
6,		40 , 		1,		91.012 , 		21,tcp
7,		20 , 		0,		54.1274 , 		21,tcp
7,		20 , 		1,		59.302 , 		21,tcp
7,		40 , 		0,		0.0034752 , 		21,tcp
7,		40 , 		1,		0 , 		21,tcp
0,		20 , 		0,		5.29389 , 		22,tcp
0,		20 , 		1,		5.92637 , 		22,tcp
0,		40 , 		0,		10.9585 , 		22,tcp
0,		40 , 		1,		12.4667 , 		22,tcp
1,		20 , 		0,		10.6179 , 		22,tcp
1,		20 , 		1,		11.9709 , 		22,tcp
1,		40 , 		0,		22.2459 , 		22,tcp
1,		40 , 		1,		24.7226 , 		22,tcp
2,		20 , 		0,		16.1828 , 		22,tcp
2,		20 , 		1,		17.7919 , 		22,tcp
2,		40 , 		0,		33.3422 , 		22,tcp
2,		40 , 		1,		37.3457 , 		22,tcp
3,		20 , 		0,		21.4292 , 		22,tcp
3,		20 , 		1,		24.2129 , 		22,tcp
3,		40 , 		0,		45.1892 , 		22,tcp
3,		40 , 		1,		50.3278 , 		22,tcp
4,		20 , 		0,		32.5603 , 		22,tcp
4,		20 , 		1,		35.9718 , 		22,tcp
4,		40 , 		0,		65.8991 , 		22,tcp
4,		40 , 		1,		73.6835 , 		22,tcp
5,		20 , 		0,		43.4724 , 		22,tcp
5,		20 , 		1,		48.0771 , 		22,tcp
5,		40 , 		0,		84.6929 , 		22,tcp
5,		40 , 		1,		93.6601 , 		22,tcp
6,		20 , 		0,		48.625 , 		22,tcp
6,		20 , 		1,		54.3753 , 		22,tcp
6,		40 , 		0,		41.0919 , 		22,tcp
6,		40 , 		1,		44.771 , 		22,tcp
7,		20 , 		0,		53.4173 , 		22,tcp
7,		20 , 		1,		60.2078 , 		22,tcp
7,		40 , 		0,		0 , 		22,tcp
7,		40 , 		1,		0 , 		22,tcp
0,		20 , 		0,		5.3576 , 		23,tcp
0,		20 , 		1,		5.91247 , 		23,tcp
0,		40 , 		0,		11.0824 , 		23,tcp
0,		40 , 		1,		12.3068 , 		23,tcp
1,		20 , 		0,		10.8554 , 		23,tcp
1,		20 , 		1,		11.8238 , 		23,tcp
1,		40 , 		0,		22.1984 , 		23,tcp
1,		40 , 		1,		24.9913 , 		23,tcp
2,		20 , 		0,		16.1678 , 		23,tcp
2,		20 , 		1,		17.8521 , 		23,tcp
2,		40 , 		0,		33.5693 , 		23,tcp
2,		40 , 		1,		37.6214 , 		23,tcp
3,		20 , 		0,		21.6713 , 		23,tcp
3,		20 , 		1,		23.892 , 		23,tcp
3,		40 , 		0,		44.8139 , 		23,tcp
3,		40 , 		1,		50.0313 , 		23,tcp
4,		20 , 		0,		32.3564 , 		23,tcp
4,		20 , 		1,		36.0019 , 		23,tcp
4,		40 , 		0,		66.8733 , 		23,tcp
4,		40 , 		1,		74.1944 , 		23,tcp
5,		20 , 		0,		43.7122 , 		23,tcp
5,		20 , 		1,		48.6783 , 		23,tcp
5,		40 , 		0,		76.4903 , 		23,tcp
5,		40 , 		1,		83.6214 , 		23,tcp
6,		20 , 		0,		48.9575 , 		23,tcp
6,		20 , 		1,		53.7625 , 		23,tcp
6,		40 , 		0,		0.0011584 , 		23,tcp
6,		40 , 		1,		0 , 		23,tcp
7,		20 , 		0,		53.5795 , 		23,tcp
7,		20 , 		1,		58.8073 , 		23,tcp
7,		40 , 		0,		0 , 		23,tcp
7,		40 , 		1,		0 , 		23,tcp
0,		20 , 		0,		5.29968 , 		24,tcp
0,		20 , 		1,		5.84876 , 		24,tcp
0,		40 , 		0,		11.1079 , 		24,tcp
0,		40 , 		1,		12.3173 , 		24,tcp
1,		20 , 		0,		10.7407 , 		24,tcp
1,		20 , 		1,		12.1296 , 		24,tcp
1,		40 , 		0,		22.2227 , 		24,tcp
1,		40 , 		1,		24.7944 , 		24,tcp
2,		20 , 		0,		16.2419 , 		24,tcp
2,		20 , 		1,		17.9274 , 		24,tcp
2,		40 , 		0,		33.3944 , 		24,tcp
2,		40 , 		1,		37.1464 , 		24,tcp
3,		20 , 		0,		21.676 , 		24,tcp
3,		20 , 		1,		23.8225 , 		24,tcp
3,		40 , 		0,		45.0583 , 		24,tcp
3,		40 , 		1,		49.9155 , 		24,tcp
4,		20 , 		0,		32.1815 , 		24,tcp
4,		20 , 		1,		35.637 , 		24,tcp
4,		40 , 		0,		66.7887 , 		24,tcp
4,		40 , 		1,		73.2456 , 		24,tcp
5,		20 , 		0,		43.44 , 		24,tcp
5,		20 , 		1,		48.3748 , 		24,tcp
5,		40 , 		0,		42.9535 , 		24,tcp
5,		40 , 		1,		46.833 , 		24,tcp
6,		20 , 		0,		48.2091 , 		24,tcp
6,		20 , 		1,		53.9803 , 		24,tcp
6,		40 , 		0,		0 , 		24,tcp
6,		40 , 		1,		0 , 		24,tcp
7,		20 , 		0,		49.393 , 		24,tcp
7,		20 , 		1,		54.7807 , 		24,tcp
7,		40 , 		0,		0 , 		24,tcp
7,		40 , 		1,		0 , 		24,tcp
0,		20 , 		0,		5.36455 , 		25,tcp
0,		20 , 		1,		5.83834 , 		25,tcp
0,		40 , 		0,		10.9608 , 		25,tcp
0,		40 , 		1,		12.3937 , 		25,tcp
1,		20 , 		0,		10.7453 , 		25,tcp
1,		20 , 		1,		11.9755 , 		25,tcp
1,		40 , 		0,		22.2239 , 		25,tcp
1,		40 , 		1,		24.5291 , 		25,tcp
2,		20 , 		0,		16.1377 , 		25,tcp
2,		20 , 		1,		17.8116 , 		25,tcp
2,		40 , 		0,		33.3862 , 		25,tcp
2,		40 , 		1,		37.3596 , 		25,tcp
3,		20 , 		0,		21.3285 , 		25,tcp
3,		20 , 		1,		24.3473 , 		25,tcp
3,		40 , 		0,		45.5147 , 		25,tcp
3,		40 , 		1,		49.7498 , 		25,tcp
4,		20 , 		0,		32.4051 , 		25,tcp
4,		20 , 		1,		35.9637 , 		25,tcp
4,		40 , 		0,		67.0586 , 		25,tcp
4,		40 , 		1,		73.8677 , 		25,tcp
5,		20 , 		0,		43.089 , 		25,tcp
5,		20 , 		1,		47.8558 , 		25,tcp
5,		40 , 		0,		0 , 		25,tcp
5,		40 , 		1,		0.0046336 , 		25,tcp
6,		20 , 		0,		48.2068 , 		25,tcp
6,		20 , 		1,		53.0489 , 		25,tcp
6,		40 , 		0,		0 , 		25,tcp
6,		40 , 		1,		0 , 		25,tcp
7,		20 , 		0,		34.0906 , 		25,tcp
7,		20 , 		1,		37.7951 , 		25,tcp
7,		40 , 		0,		0 , 		25,tcp
7,		40 , 		1,		0 , 		25,tcp
0,		20 , 		0,		5.29157 , 		26,tcp
0,		20 , 		1,		5.86614 , 		26,tcp
0,		40 , 		0,		11.021 , 		26,tcp
0,		40 , 		1,		12.2953 , 		26,tcp
1,		20 , 		0,		10.7592 , 		26,tcp
1,		20 , 		1,		11.8829 , 		26,tcp
1,		40 , 		0,		22.3733 , 		26,tcp
1,		40 , 		1,		24.6867 , 		26,tcp
2,		20 , 		0,		15.9628 , 		26,tcp
2,		20 , 		1,		18.0085 , 		26,tcp
2,		40 , 		0,		33.6677 , 		26,tcp
2,		40 , 		1,		37.582 , 		26,tcp
3,		20 , 		0,		21.4177 , 		26,tcp
3,		20 , 		1,		23.8503 , 		26,tcp
3,		40 , 		0,		44.6436 , 		26,tcp
3,		40 , 		1,		49.4451 , 		26,tcp
4,		20 , 		0,		32.4039 , 		26,tcp
4,		20 , 		1,		35.6405 , 		26,tcp
4,		40 , 		0,		66.403 , 		26,tcp
4,		40 , 		1,		72.8008 , 		26,tcp
5,		20 , 		0,		43.5419 , 		26,tcp
5,		20 , 		1,		47.9265 , 		26,tcp
5,		40 , 		0,		0 , 		26,tcp
5,		40 , 		1,		0 , 		26,tcp
6,		20 , 		0,		45.0235 , 		26,tcp
6,		20 , 		1,		49.4822 , 		26,tcp
6,		40 , 		0,		0 , 		26,tcp
6,		40 , 		1,		0 , 		26,tcp
7,		20 , 		0,		0.101939 , 		26,tcp
7,		20 , 		1,		0.266432 , 		26,tcp
7,		40 , 		0,		0 , 		26,tcp
7,		40 , 		1,		0 , 		26,tcp
0,		20 , 		0,		5.34602 , 		27,tcp
0,		20 , 		1,		5.88467 , 		27,tcp
0,		40 , 		0,		11.2654 , 		27,tcp
0,		40 , 		1,		12.2292 , 		27,tcp
1,		20 , 		0,		10.7025 , 		27,tcp
1,		20 , 		1,		11.9813 , 		27,tcp
1,		40 , 		0,		22.3861 , 		27,tcp
1,		40 , 		1,		25.0006 , 		27,tcp
2,		20 , 		0,		16.2952 , 		27,tcp
2,		20 , 		1,		18.0803 , 		27,tcp
2,		40 , 		0,		33.4847 , 		27,tcp
2,		40 , 		1,		37.2507 , 		27,tcp
3,		20 , 		0,		21.8034 , 		27,tcp
3,		20 , 		1,		24.1364 , 		27,tcp
3,		40 , 		0,		45.071 , 		27,tcp
3,		40 , 		1,		49.5969 , 		27,tcp
4,		20 , 		0,		32.2128 , 		27,tcp
4,		20 , 		1,		35.8571 , 		27,tcp
4,		40 , 		0,		67.0169 , 		27,tcp
4,		40 , 		1,		73.0742 , 		27,tcp
5,		20 , 		0,		43.2581 , 		27,tcp
5,		20 , 		1,		47.7435 , 		27,tcp
5,		40 , 		0,		0 , 		27,tcp
5,		40 , 		1,		0 , 		27,tcp
6,		20 , 		0,		35.6544 , 		27,tcp
6,		20 , 		1,		39.5339 , 		27,tcp
6,		40 , 		0,		0 , 		27,tcp
6,		40 , 		1,		0 , 		27,tcp
7,		20 , 		0,		0 , 		27,tcp
7,		20 , 		1,		0 , 		27,tcp
7,		40 , 		0,		0 , 		27,tcp
7,		40 , 		1,		0 , 		27,tcp
0,		20 , 		0,		5.39814 , 		28,tcp
0,		20 , 		1,		5.94838 , 		28,tcp
0,		40 , 		0,		11.0569 , 		28,tcp
0,		40 , 		1,		12.4157 , 		28,tcp
1,		20 , 		0,		10.7303 , 		28,tcp
1,		20 , 		1,		11.9755 , 		28,tcp
1,		40 , 		0,		22.3131 , 		28,tcp
1,		40 , 		1,		24.4098 , 		28,tcp
2,		20 , 		0,		16.0079 , 		28,tcp
2,		20 , 		1,		17.7305 , 		28,tcp
2,		40 , 		0,		33.4627 , 		28,tcp
2,		40 , 		1,		36.9819 , 		28,tcp
3,		20 , 		0,		21.4466 , 		28,tcp
3,		20 , 		1,		23.7982 , 		28,tcp
3,		40 , 		0,		45.034 , 		28,tcp
3,		40 , 		1,		50.2873 , 		28,tcp
4,		20 , 		0,		32.002 , 		28,tcp
4,		20 , 		1,		35.9892 , 		28,tcp
4,		40 , 		0,		66.1064 , 		28,tcp
4,		40 , 		1,		73.5352 , 		28,tcp
5,		20 , 		0,		42.3129 , 		28,tcp
5,		20 , 		1,		47.1098 , 		28,tcp
5,		40 , 		0,		0 , 		28,tcp
5,		40 , 		1,		0 , 		28,tcp
6,		20 , 		0,		13.5371 , 		28,tcp
6,		20 , 		1,		15.1136 , 		28,tcp
6,		40 , 		0,		0 , 		28,tcp
6,		40 , 		1,		0 , 		28,tcp
7,		20 , 		0,		0 , 		28,tcp
7,		20 , 		1,		0 , 		28,tcp
7,		40 , 		0,		0 , 		28,tcp
7,		40 , 		1,		0 , 		28,tcp
0,		20 , 		0,		5.40278 , 		29,tcp
0,		20 , 		1,		5.96692 , 		29,tcp
0,		40 , 		0,		11.0731 , 		29,tcp
0,		40 , 		1,		12.3578 , 		29,tcp
1,		20 , 		0,		10.8391 , 		29,tcp
1,		20 , 		1,		11.9141 , 		29,tcp
1,		40 , 		0,		22.327 , 		29,tcp
1,		40 , 		1,		24.9739 , 		29,tcp
2,		20 , 		0,		16.206 , 		29,tcp
2,		20 , 		1,		17.603 , 		29,tcp
2,		40 , 		0,		33.589 , 		29,tcp
2,		40 , 		1,		37.2136 , 		29,tcp
3,		20 , 		0,		21.5011 , 		29,tcp
3,		20 , 		1,		23.9893 , 		29,tcp
3,		40 , 		0,		45.0374 , 		29,tcp
3,		40 , 		1,		50.1147 , 		29,tcp
4,		20 , 		0,		32.0402 , 		29,tcp
4,		20 , 		1,		35.9706 , 		29,tcp
4,		40 , 		0,		66.7945 , 		29,tcp
4,		40 , 		1,		73.3707 , 		29,tcp
5,		20 , 		0,		37.9202 , 		29,tcp
5,		20 , 		1,		42.1519 , 		29,tcp
5,		40 , 		0,		0 , 		29,tcp
5,		40 , 		1,		0 , 		29,tcp
6,		20 , 		0,		0 , 		29,tcp
6,		20 , 		1,		0 , 		29,tcp
6,		40 , 		0,		0 , 		29,tcp
6,		40 , 		1,		0 , 		29,tcp
7,		20 , 		0,		0 , 		29,tcp
7,		20 , 		1,		0 , 		29,tcp
7,		40 , 		0,		0 , 		29,tcp
7,		40 , 		1,		0 , 		29,tcp
0,		20 , 		0,		5.40741 , 		30,tcp
0,		20 , 		1,		5.91479 , 		30,tcp
0,		40 , 		0,		11.24 , 		30,tcp
0,		40 , 		1,		12.3879 , 		30,tcp
1,		20 , 		0,		10.6109 , 		30,tcp
1,		20 , 		1,		11.9906 , 		30,tcp
1,		40 , 		0,		22.6201 , 		30,tcp
1,		40 , 		1,		24.9172 , 		30,tcp
2,		20 , 		0,		16.2176 , 		30,tcp
2,		20 , 		1,		17.8313 , 		30,tcp
2,		40 , 		0,		33.2588 , 		30,tcp
2,		40 , 		1,		37.4013 , 		30,tcp
3,		20 , 		0,		21.493 , 		30,tcp
3,		20 , 		1,		23.8665 , 		30,tcp
3,		40 , 		0,		45.0699 , 		30,tcp
3,		40 , 		1,		50.1054 , 		30,tcp
4,		20 , 		0,		32.4155 , 		30,tcp
4,		20 , 		1,		35.7158 , 		30,tcp
4,		40 , 		0,		66.1852 , 		30,tcp
4,		40 , 		1,		72.5251 , 		30,tcp
5,		20 , 		0,		26.2563 , 		30,tcp
5,		20 , 		1,		29.0063 , 		30,tcp
5,		40 , 		0,		0 , 		30,tcp
5,		40 , 		1,		0 , 		30,tcp
6,		20 , 		0,		0 , 		30,tcp
6,		20 , 		1,		0 , 		30,tcp
6,		40 , 		0,		0 , 		30,tcp
6,		40 , 		1,		0 , 		30,tcp
7,		20 , 		0,		0 , 		30,tcp
7,		20 , 		1,		0 , 		30,tcp
7,		40 , 		0,		0 , 		30,tcp
7,		40 , 		1,		0 , 		30,tcp
0,		20 , 		0,		5.34833 , 		31,tcp
0,		20 , 		1,		5.94143 , 		31,tcp
0,		40 , 		0,		11.0836 , 		31,tcp
0,		40 , 		1,		12.4412 , 		31,tcp
1,		20 , 		0,		10.743 , 		31,tcp
1,		20 , 		1,		11.9605 , 		31,tcp
1,		40 , 		0,		22.3397 , 		31,tcp
1,		40 , 		1,		24.6565 , 		31,tcp
2,		20 , 		0,		16.038 , 		31,tcp
2,		20 , 		1,		17.815 , 		31,tcp
2,		40 , 		0,		33.6365 , 		31,tcp
2,		40 , 		1,		37.721 , 		31,tcp
3,		20 , 		0,		21.4779 , 		31,tcp
3,		20 , 		1,		23.8677 , 		31,tcp
3,		40 , 		0,		44.6806 , 		31,tcp
3,		40 , 		1,		49.9201 , 		31,tcp
4,		20 , 		0,		32.4225 , 		31,tcp
4,		20 , 		1,		36.01 , 		31,tcp
4,		40 , 		0,		66.286 , 		31,tcp
4,		40 , 		1,		72.5216 , 		31,tcp
5,		20 , 		0,		0.0324352 , 		31,tcp
5,		20 , 		1,		0.0081088 , 		31,tcp
5,		40 , 		0,		0 , 		31,tcp
5,		40 , 		1,		0 , 		31,tcp
6,		20 , 		0,		0 , 		31,tcp
6,		20 , 		1,		0 , 		31,tcp
6,		40 , 		0,		0 , 		31,tcp
6,		40 , 		1,		0 , 		31,tcp
7,		20 , 		0,		0 , 		31,tcp
7,		20 , 		1,		0 , 		31,tcp
7,		40 , 		0,		0 , 		31,tcp
7,		40 , 		1,		0 , 		31,tcp
0,		20 , 		0,		5.48387 , 		32,tcp
0,		20 , 		1,		5.90321 , 		32,tcp
0,		40 , 		0,		11.1461 , 		32,tcp
0,		40 , 		1,		12.2779 , 		32,tcp
1,		20 , 		0,		10.7198 , 		32,tcp
1,		20 , 		1,		11.8064 , 		32,tcp
1,		40 , 		0,		22.3838 , 		32,tcp
1,		40 , 		1,		24.8581 , 		32,tcp
2,		20 , 		0,		16.1771 , 		32,tcp
2,		20 , 		1,		17.9378 , 		32,tcp
2,		40 , 		0,		33.3341 , 		32,tcp
2,		40 , 		1,		36.9425 , 		32,tcp
3,		20 , 		0,		21.4744 , 		32,tcp
3,		20 , 		1,		23.9812 , 		32,tcp
3,		40 , 		0,		44.4582 , 		32,tcp
3,		40 , 		1,		49.6328 , 		32,tcp
4,		20 , 		0,		32.3089 , 		32,tcp
4,		20 , 		1,		36.222 , 		32,tcp
4,		40 , 		0,		64.3653 , 		32,tcp
4,		40 , 		1,		71.7235 , 		32,tcp
5,		20 , 		0,		0 , 		32,tcp
5,		20 , 		1,		0 , 		32,tcp
5,		40 , 		0,		0 , 		32,tcp
5,		40 , 		1,		0 , 		32,tcp
6,		20 , 		0,		0 , 		32,tcp
6,		20 , 		1,		0 , 		32,tcp
6,		40 , 		0,		0 , 		32,tcp
6,		40 , 		1,		0 , 		32,tcp
7,		20 , 		0,		0 , 		32,tcp
7,		20 , 		1,		0 , 		32,tcp
7,		40 , 		0,		0 , 		32,tcp
7,		40 , 		1,		0 , 		32,tcp
0,		20 , 		0,		5.31937 , 		33,tcp
0,		20 , 		1,		5.82675 , 		33,tcp
0,		40 , 		0,		10.9724 , 		33,tcp
0,		40 , 		1,		12.2037 , 		33,tcp
1,		20 , 		0,		10.7557 , 		33,tcp
1,		20 , 		1,		11.9605 , 		33,tcp
1,		40 , 		0,		22.2865 , 		33,tcp
1,		40 , 		1,		24.9276 , 		33,tcp
2,		20 , 		0,		15.9952 , 		33,tcp
2,		20 , 		1,		17.9425 , 		33,tcp
2,		40 , 		0,		33.5044 , 		33,tcp
2,		40 , 		1,		37.4962 , 		33,tcp
3,		20 , 		0,		21.4397 , 		33,tcp
3,		20 , 		1,		23.9881 , 		33,tcp
3,		40 , 		0,		45.4255 , 		33,tcp
3,		40 , 		1,		49.9143 , 		33,tcp
4,		20 , 		0,		32.3587 , 		33,tcp
4,		20 , 		1,		35.7934 , 		33,tcp
4,		40 , 		0,		60.6944 , 		33,tcp
4,		40 , 		1,		66.5709 , 		33,tcp
5,		20 , 		0,		0 , 		33,tcp
5,		20 , 		1,		0 , 		33,tcp
5,		40 , 		0,		0 , 		33,tcp
5,		40 , 		1,		0 , 		33,tcp
6,		20 , 		0,		0 , 		33,tcp
6,		20 , 		1,		0 , 		33,tcp
6,		40 , 		0,		0 , 		33,tcp
6,		40 , 		1,		0 , 		33,tcp
7,		20 , 		0,		0 , 		33,tcp
7,		20 , 		1,		0 , 		33,tcp
7,		40 , 		0,		0 , 		33,tcp
7,		40 , 		1,		0 , 		33,tcp
0,		20 , 		0,		5.32285 , 		34,tcp
0,		20 , 		1,		5.8812 , 		34,tcp
0,		40 , 		0,		11.0291 , 		34,tcp
0,		40 , 		1,		12.4354 , 		34,tcp
1,		20 , 		0,		10.6063 , 		34,tcp
1,		20 , 		1,		11.8643 , 		34,tcp
1,		40 , 		0,		22.4567 , 		34,tcp
1,		40 , 		1,		24.3832 , 		34,tcp
2,		20 , 		0,		15.972 , 		34,tcp
2,		20 , 		1,		17.588 , 		34,tcp
2,		40 , 		0,		33.7291 , 		34,tcp
2,		40 , 		1,		37.2588 , 		34,tcp
3,		20 , 		0,		21.6111 , 		34,tcp
3,		20 , 		1,		23.6476 , 		34,tcp
3,		40 , 		0,		44.7733 , 		34,tcp
3,		40 , 		1,		50.307 , 		34,tcp
4,		20 , 		0,		32.6113 , 		34,tcp
4,		20 , 		1,		35.9984 , 		34,tcp
4,		40 , 		0,		47.9566 , 		34,tcp
4,		40 , 		1,		52.7026 , 		34,tcp
5,		20 , 		0,		0 , 		34,tcp
5,		20 , 		1,		0 , 		34,tcp
5,		40 , 		0,		0 , 		34,tcp
5,		40 , 		1,		0 , 		34,tcp
6,		20 , 		0,		0 , 		34,tcp
6,		20 , 		1,		0 , 		34,tcp
6,		40 , 		0,		0 , 		34,tcp
6,		40 , 		1,		0 , 		34,tcp
7,		20 , 		0,		0 , 		34,tcp
7,		20 , 		1,		0 , 		34,tcp
7,		40 , 		0,		0 , 		34,tcp
7,		40 , 		1,		0 , 		34,tcp
0,		20 , 		0,		5.419 , 		35,tcp
0,		20 , 		1,		5.92753 , 		35,tcp
0,		40 , 		0,		11.0407 , 		35,tcp
0,		40 , 		1,		12.3346 , 		35,tcp
1,		20 , 		0,		10.7048 , 		35,tcp
1,		20 , 		1,		11.8435 , 		35,tcp
1,		40 , 		0,		22.3872 , 		35,tcp
1,		40 , 		1,		24.6959 , 		35,tcp
2,		20 , 		0,		15.9755 , 		35,tcp
2,		20 , 		1,		17.8567 , 		35,tcp
2,		40 , 		0,		33.5484 , 		35,tcp
2,		40 , 		1,		37.3932 , 		35,tcp
3,		20 , 		0,		21.5277 , 		35,tcp
3,		20 , 		1,		23.965 , 		35,tcp
3,		40 , 		0,		44.8197 , 		35,tcp
3,		40 , 		1,		49.8054 , 		35,tcp
4,		20 , 		0,		32.6171 , 		35,tcp
4,		20 , 		1,		35.8977 , 		35,tcp
4,		40 , 		0,		23.4564 , 		35,tcp
4,		40 , 		1,		25.4651 , 		35,tcp
5,		20 , 		0,		0 , 		35,tcp
5,		20 , 		1,		0 , 		35,tcp
5,		40 , 		0,		0 , 		35,tcp
5,		40 , 		1,		0 , 		35,tcp
6,		20 , 		0,		0 , 		35,tcp
6,		20 , 		1,		0 , 		35,tcp
6,		40 , 		0,		0 , 		35,tcp
6,		40 , 		1,		0 , 		35,tcp
7,		20 , 		0,		0 , 		35,tcp
7,		20 , 		1,		0 , 		35,tcp
7,		40 , 		0,		0 , 		35,tcp
7,		40 , 		1,		0 , 		35,tcp
0,		20 , 		0,		5.38888 , 		36,tcp
0,		20 , 		1,		5.89162 , 		36,tcp
0,		40 , 		0,		10.9666 , 		36,tcp
0,		40 , 		1,		12.2918 , 		36,tcp
1,		20 , 		0,		10.7708 , 		36,tcp
1,		20 , 		1,		11.8585 , 		36,tcp
1,		40 , 		0,		22.0026 , 		36,tcp
